candidate_key,candidate_name,party_name,storkreds,kommune,candidate_votes_muni_2026,party_votes_muni_2026,candidate_votes_total_2026,party_votes_total_2026,vote_share_of_party_muni_2026,vote_share_of_party_total_2026,age_num,education,birthdate,tiktok_exists,videos_total_2026,videos_last_7d,videos_last_14d,videos_last_30d,videos_last_90d,log_videos_last_7d,log_videos_last_14d,log_videos_last_30d,log_videos_last_90d,log_videos_total_2026,municipality_code,Andel 18+-årige,Andel 18-66-årige,Andel 25-64-årige,Andel almennyttige boliger,Andel ejerboliger,Befolkningsandel i bymæssig bebyggelse,Befolkningstæthed (indb/km2),Indbyggertal 1. januar,Socioøkonomisk indeks,Statsgar. udskrivningsgrundlag pr. indb. (fra 2007),young_area_share,young_area_variable_name,prior_vote_share_of_party_2022,prior_party_rank_2022
Aksel Rosager Johansen || Enhedslisten - De Rød-Grønne || vestjylland,Aksel Rosager Johansen,Enhedslisten - De Rød-Grønne,vestjylland,Herning Kommune,15,115,193,86659,0.13043478260869565,0.0022271200913927002,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657,795.0,605.0,500.0,151.0,523.0,871.0,680.0,900060.0,91.0,2039460.0,,,0.004448732379267835,22.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Kerteminde Kommune,168,292,3281,126849,0.5753424657534246,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,817.0,574.0,489.0,125.0,588.0,820.0,1160.0,239490.0,10.0,2101180.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Langeland Kommune,86,152,3281,126849,0.5657894736842105,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482,874.0,527.0,442.0,77.0,453.0,606.0,410.0,119730.0,13.0,1935970.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Middelfart Kommune,240,441,3281,126849,0.54421768707483,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,807.0,584.0,496.0,120.0,563.0,824.0,1350.0,403180.0,86.0,2205950.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Nordfyns Kommune,222,423,3281,126849,0.524822695035461,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,815.0,590.0,499.0,79.0,614.0,632.0,650.0,293420.0,107.0,2002840.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Nyborg Kommune,228,460,3281,126849,0.4956521739130435,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,817.0,581.0,484.0,161.0,512.0,815.0,1170.0,323290.0,114.0,1996930.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Odense Kommune,1386,2303,3281,126849,0.601823708206687,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,820.0,659.0,519.0,223.0,395.0,973.0,6900.0,2108030.0,111.0,1923610.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Svendborg Kommune,319,592,3281,126849,0.5388513513513513,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479,807.0,576.0,476.0,158.0,527.0,826.0,1440.0,600010.0,103.0,1931730.0,,,0.14500294521892795,2.0
Alex Ahrendtsen || Dansk Folkeparti || fyn,Alex Ahrendtsen,Dansk Folkeparti,fyn,Ærø Kommune,36,50,3281,126849,0.72,0.025865399017729742,0.0,Kandidat-/masteruddannelse,1967-02-14T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492,863.0,518.0,434.0,78.0,471.0,658.0,650.0,58810.0,10.0,1840220.0,,,0.14500294521892795,2.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Aarhus Kommune,17909,18929,38487,117371,0.9461144275978657,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,751,825.0,690.0,528.0,250.0,351.0,974.0,7970.0,3733880.0,95.0,2079070.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Favrskov Kommune,2126,2367,38487,117371,0.8981833544571187,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,710,767.0,587.0,502.0,94.0,693.0,815.0,910.0,493590.0,69.0,2131010.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Hedensted Kommune,2407,2550,38487,117371,0.943921568627451,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,766,796.0,603.0,510.0,92.0,631.0,742.0,870.0,481670.0,81.0,2078080.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Horsens Kommune,4619,4957,38487,117371,0.9318135969336292,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,615,792.0,621.0,516.0,152.0,492.0,908.0,1880.0,979210.0,98.0,1997120.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Norddjurs Kommune,1027,2563,38487,117371,0.4007023019898556,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,707,830.0,584.0,482.0,122.0,533.0,748.0,510.0,366580.0,114.0,2001750.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Odder Kommune,994,1074,38487,117371,0.925512104283054,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,727,799.0,572.0,479.0,175.0,590.0,779.0,1080.0,240830.0,84.0,2055030.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Randers Kommune,4702,5408,38487,117371,0.8694526627218935,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,730,806.0,614.0,513.0,156.0,485.0,881.0,1340.0,1003560.0,114.0,1974540.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Samsø Kommune,101,106,38487,117371,0.9528301886792453,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,741,857.0,520.0,443.0,34.0,423.0,356.0,320.0,36560.0,102.0,2076290.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Skanderborg Kommune,3034,3417,38487,117371,0.8879133743049459,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,746,752.0,578.0,492.0,115.0,668.0,861.0,1580.0,657600.0,63.0,2236180.0,,,0.5256480667838312,1.0
Alex Vanopslagh || Liberal Alliance || østjylland,Alex Vanopslagh,Liberal Alliance,østjylland,Syddjurs Kommune,1568,1958,38487,117371,0.8008171603677222,0.32790893832377677,0.0,Kandidat-/masteruddannelse,1991-10-17T00:00:00,1,43.0,17.0,28.0,42.0,43.0,2.8903717578961645,3.367295829986474,3.7612001156935624,3.784189633918261,3.784189633918261,706,806.0,563.0,475.0,97.0,621.0,727.0,640.0,441010.0,83.0,2030150.0,,,0.5256480667838312,1.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Albertslund Kommune,11,996,263,180086,0.01104417670682731,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,794.0,623.0,504.0,474.0,319.0,996.0,12020.0,281170.0,154.0,1875180.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Ballerup Kommune,23,1145,263,180086,0.020087336244541485,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,793.0,618.0,514.0,494.0,335.0,996.0,15620.0,529390.0,126.0,2072270.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Brøndby Kommune,70,610,263,180086,0.11475409836065574,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,796.0,640.0,528.0,544.0,262.0,999.0,19240.0,404010.0,161.0,1702120.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Gentofte Kommune,11,1022,263,180086,0.010763209393346379,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,787.0,590.0,491.0,41.0,643.0,1000.0,29330.0,750760.0,64.0,4171870.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Gladsaxe Kommune,22,1720,263,180086,0.012790697674418604,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,782.0,631.0,525.0,340.0,429.0,1000.0,28500.0,709580.0,106.0,2301580.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Glostrup Kommune,8,399,263,180086,0.020050125313283207,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,805.0,647.0,538.0,352.0,408.0,999.0,18700.0,248690.0,12.0,2097720.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Herlev Kommune,7,676,263,180086,0.010355029585798817,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,788.0,621.0,515.0,529.0,319.0,999.0,25440.0,307840.0,122.0,2036870.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Hvidovre Kommune,24,1518,263,180086,0.015810276679841896,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,780.0,620.0,517.0,382.0,477.0,1000.0,23480.0,537600.0,118.0,2100410.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Høje-Taastrup Kommune,30,835,263,180086,0.03592814371257485,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,792.0,647.0,542.0,208.0,515.0,972.0,7550.0,590590.0,119.0,1845130.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Ishøj Kommune,18,290,263,180086,0.06206896551724138,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,787.0,644.0,532.0,460.0,389.0,978.0,9190.0,243650.0,163.0,1791240.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Lyngby-Taarbæk Kommune,10,1965,263,180086,0.005089058524173028,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,798.0,620.0,496.0,198.0,505.0,997.0,15130.0,587130.0,71.0,3045780.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Rødovre Kommune,18,871,263,180086,0.02066590126291619,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,789.0,632.0,532.0,394.0,376.0,1000.0,36670.0,447340.0,119.0,2006800.0,,,0.0021013991594403363,37.0
Alexander Bruhn Skjøth || SF - Socialistisk Folkeparti || københavns omegn,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,københavns omegn,Vallensbæk Kommune,11,194,263,180086,0.05670103092783505,0.0014604133580622591,0.0,Gymnasial uddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,766.0,604.0,506.0,71.0,623.0,995.0,19290.0,183220.0,83.0,2019040.0,,,0.0021013991594403363,37.0
Alexander Ryle || Liberal Alliance || københavn,Alexander Ryle,Liberal Alliance,københavn,Dragør Kommune,25,248,1984,117371,0.10080645161290322,0.016903664448628706,0.0,Kandidat-/masteruddannelse,1990-10-17T00:00:00,1,33.0,12.0,19.0,19.0,19.0,2.5649493574615367,2.995732273553991,2.995732273553991,2.995732273553991,3.5263605246161616,155,774.0,538.0,461.0,150.0,743.0,976.0,7900.0,144500.0,61.0,2859160.0,,,0.026746485061511425,8.0
Alexander Ryle || Liberal Alliance || københavn,Alexander Ryle,Liberal Alliance,københavn,Frederiksberg Kommune,235,1796,1984,117371,0.13084632516703787,0.016903664448628706,0.0,Kandidat-/masteruddannelse,1990-10-17T00:00:00,1,33.0,12.0,19.0,19.0,19.0,2.5649493574615367,2.995732273553991,2.995732273553991,2.995732273553991,3.5263605246161616,147,836.0,678.0,556.0,102.0,475.0,1000.0,121660.0,1058400.0,74.0,2756960.0,,,0.026746485061511425,8.0
Alexander Ryle || Liberal Alliance || københavn,Alexander Ryle,Liberal Alliance,københavn,Københavns Kommune,1644,9248,1984,117371,0.1777681660899654,0.016903664448628706,0.0,Kandidat-/masteruddannelse,1990-10-17T00:00:00,1,33.0,12.0,19.0,19.0,19.0,2.5649493574615367,2.995732273553991,2.995732273553991,2.995732273553991,3.5263605246161616,101,834.0,740.0,612.0,180.0,463.0,1000.0,73390.0,6670990.0,103.0,2289340.0,,,0.026746485061511425,8.0
Alexander Ryle || Liberal Alliance || københavn,Alexander Ryle,Liberal Alliance,københavn,Tårnby Kommune,80,534,1984,117371,0.149812734082397,0.016903664448628706,0.0,Kandidat-/masteruddannelse,1990-10-17T00:00:00,1,33.0,12.0,19.0,19.0,19.0,2.5649493574615367,2.995732273553991,2.995732273553991,2.995732273553991,3.5263605246161616,185,778.0,608.0,513.0,355.0,518.0,993.0,6660.0,440340.0,105.0,2155510.0,,,0.026746485061511425,8.0
Ali Qais || Moderaterne || københavn,Ali Qais,Moderaterne,københavn,Dragør Kommune,12,397,1024,100412,0.030226700251889168,0.010197984304664781,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,774.0,538.0,461.0,150.0,743.0,976.0,7900.0,144500.0,61.0,2859160.0,,,,
Ali Qais || Moderaterne || københavn,Ali Qais,Moderaterne,københavn,Frederiksberg Kommune,80,1997,1024,100412,0.04006009013520281,0.010197984304664781,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,836.0,678.0,556.0,102.0,475.0,1000.0,121660.0,1058400.0,74.0,2756960.0,,,,
Ali Qais || Moderaterne || københavn,Ali Qais,Moderaterne,københavn,Københavns Kommune,650,9418,1024,100412,0.0690167763856445,0.010197984304664781,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,834.0,740.0,612.0,180.0,463.0,1000.0,73390.0,6670990.0,103.0,2289340.0,,,,
Ali Qais || Moderaterne || københavn,Ali Qais,Moderaterne,københavn,Tårnby Kommune,282,782,1024,100412,0.36061381074168797,0.010197984304664781,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,778.0,608.0,513.0,355.0,518.0,993.0,6660.0,440340.0,105.0,2155510.0,,,,
Ali Yahya || SF - Socialistisk Folkeparti || sjælland,Ali Yahya,SF - Socialistisk Folkeparti,sjælland,Faxe Kommune,43,1613,1102,180086,0.026658400495970243,0.00611929855735593,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,821.0,608.0,513.0,117.0,591.0,770.0,930.0,378200.0,102.0,2020640.0,,,,
Ali Yahya || SF - Socialistisk Folkeparti || sjælland,Ali Yahya,SF - Socialistisk Folkeparti,sjælland,Greve Kommune,48,1754,1102,180086,0.027366020524515394,0.00611929855735593,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,785.0,595.0,501.0,257.0,593.0,985.0,8860.0,535360.0,9.0,2199160.0,,,,
Ali Yahya || SF - Socialistisk Folkeparti || sjælland,Ali Yahya,SF - Socialistisk Folkeparti,sjælland,Guldborgsund Kommune,34,2743,1102,180086,0.012395187750637988,0.00611929855735593,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,836.0,580.0,485.0,138.0,522.0,730.0,660.0,593500.0,133.0,2020270.0,,,,
Ali Yahya || SF - Socialistisk Folkeparti || sjælland,Ali Yahya,SF - Socialistisk Folkeparti,sjælland,Holbæk Kommune,64,3898,1102,180086,0.016418676244227808,0.00611929855735593,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,805.0,602.0,502.0,198.0,547.0,826.0,1290.0,744900.0,106.0,2099790.0,,,,
Ali Yahya || SF - Socialistisk Folkeparti || sjælland,Ali Yahya,SF - Socialistisk Folkeparti,sjælland,Kalundborg Kommune,25,1995,1102,180086,0.012531328320802004,0.00611929855735593,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,829.0,594.0,497.0,156.0,554.0,728.0,840.0,481030.0,125.0,2110910.0,,,,
Ali Yahya || SF - Socialistisk Folkeparti || sjælland,Ali Yahya,SF - Socialistisk Folkeparti,sjælland,Køge Kommune,417,3153,1102,180086,0.13225499524262607,0.00611929855735593,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,803.0,616.0,518.0,266.0,539.0,901.0,2460.0,633350.0,102.0,2149730.0,,,,
